34502-	1.000000e+00
40871-	1.000000e+00
50344-	1.000000e+00
58941-	1.000000e+00
71896-	1.000000e+00
78837-	1.000000e+00
117806-	1.000000e+00
120095-	1.000000e+00
134792-	1.000000e+00
138589-	1.000000e+00
142042-	1.000000e+00
144567-	1.000000e+00
146281-	1.000000e+00
148011-	1.000000e+00
150556-	1.000000e+00
157463-	1.000000e+00
172597-	1.000000e+00
173246-	1.000000e+00
176236-	1.000000e+00
183657-	1.000000e+00
184916-	1.000000e+00
211061-	1.000000e+00
211259-	1.000000e+00
211832-	1.000000e+00
213722-	1.000000e+00
215844-	1.000000e+00
216815-	1.000000e+00
239357-	1.000000e+00
245015-	1.000000e+00
254243-	1.000000e+00
287459-	1.000000e+00
294538-	6.460465e-01
311127-	1.000000e+00
314433-	1.000000e+00
315291-	1.000000e+00
317058-	1.000000e+00
321795-	1.000000e+00
323232-	1.000000e+00
323564-	1.000000e+00
323927-	1.000000e+00
331942-	1.000000e+00
332643-	1.000000e+00
334718-	1.000000e+00
336186-	1.000000e+00
338461-	1.000000e+00
344271-	1.000000e+00
353603-	1.000000e+00
360317-	1.000000e+00
376440-	1.000000e+00
381594-	1.000000e+00
387708-	1.000000e+00
390498-	1.000000e+00
394240-	1.000000e+00
402240-	1.000000e+00
403905-	1.000000e+00
405452-	1.000000e+00
407122-	1.000000e+00
416907-	1.000000e+00
417119-	1.000000e+00
423433-	1.000000e+00
451415-	1.000000e+00
458935-	1.000000e+00
464052-	1.000000e+00
469072-	1.000000e+00
469777-	1.000000e+00
478136-	1.000000e+00
480154-	1.000000e+00
499714-	1.000000e+00
499847-	1.000000e+00
499963-	1.000000e+00
505673-	1.000000e+00
511863-	1.000000e+00
516608-	1.000000e+00
522254-	1.000000e+00
528558-	1.000000e+00
536180-	1.000000e+00
541363-	1.000000e+00
542170-	1.000000e+00
546799-	1.000000e+00
547825-	1.000000e+00
548079-	1.000000e+00
555867-	1.000000e+00
560895-	1.000000e+00
561806-	1.000000e+00
562524-	1.000000e+00
562845-	1.000000e+00
566532-	1.000000e+00
567566-	1.000000e+00
568507-	1.000000e+00
570881-	1.000000e+00
573673-	1.000000e+00
577594-	1.000000e+00
581297-	1.000000e+00
583702-	1.000000e+00
595662-	1.000000e+00
601152-	1.000000e+00
607039-	1.000000e+00
618527-	1.000000e+00
622475-	1.000000e+00
631071-	1.000000e+00
636178-	1.000000e+00
642811-	1.000000e+00
653154-	1.000000e+00
655642-	1.000000e+00
656242-	1.000000e+00
657710-	1.000000e+00
660952-	1.000000e+00
677783-	1.000000e+00
680919-	1.000000e+00
682651-	1.000000e+00
683937-	1.000000e+00
694945-	1.000000e+00
698725-	1.000000e+00
708459-	1.000000e+00
719631-	1.000000e+00
720332-	1.000000e+00
733280-	1.000000e+00
735938-	1.000000e+00
738161-	1.000000e+00
739428-	1.000000e+00
740239-	1.000000e+00
745899-	1.000000e+00
752345-	1.000000e+00
767363-	1.000000e+00
768196-	1.000000e+00
769850-	1.000000e+00
794926-	1.000000e+00
796585-	1.000000e+00
802783-	1.000000e+00
805044-	1.000000e+00
814470-	1.000000e+00
820575-	1.000000e+00
824153-	1.000000e+00
852186-	1.000000e+00
853418-	1.000000e+00
856601-	1.000000e+00
