5863+	1.000000e+00
7022+	1.000000e+00
10117+	1.000000e+00
10234+	1.000000e+00
16989+	1.000000e+00
20257+	1.000000e+00
34811+	1.000000e+00
59914+	1.000000e+00
72356+	1.000000e+00
114485+	1.000000e+00
138881+	1.000000e+00
150742+	1.000000e+00
154411+	1.000000e+00
155330+	1.000000e+00
156453+	1.000000e+00
176872+	1.000000e+00
237127+	1.000000e+00
239436+	1.000000e+00
241010+	1.000000e+00
258262+	1.000000e+00
262059+	1.000000e+00
278845+	1.000000e+00
290316+	1.000000e+00
292380+	1.000000e+00
293594+	1.000000e+00
307434+	1.000000e+00
309958+	1.000000e+00
316079+	1.000000e+00
316860+	1.000000e+00
318529+	1.000000e+00
324417+	1.000000e+00
332788+	1.000000e+00
344162+	1.000000e+00
346175+	1.000000e+00
356823+	1.000000e+00
360566+	3.669980e-01
391459+	1.000000e+00
399811+	1.000000e+00
408266+	1.000000e+00
410695+	1.000000e+00
436423+	1.000000e+00
442411+	1.000000e+00
442756+	1.000000e+00
444648+	1.000000e+00
476213+	1.000000e+00
489454+	1.000000e+00
498410+	1.000000e+00
500884+	1.000000e+00
502867+	1.000000e+00
506684+	1.000000e+00
508208+	1.000000e+00
509066+	1.000000e+00
513941+	1.000000e+00
529124+	1.000000e+00
542387+	1.000000e+00
543177+	1.000000e+00
545648+	1.000000e+00
555308+	1.000000e+00
563883+	1.000000e+00
571756+	1.000000e+00
585284+	1.000000e+00
603125+	1.000000e+00
631806+	1.000000e+00
634289+	1.000000e+00
636694+	1.000000e+00
644880+	1.000000e+00
675129+	1.000000e+00
678308+	1.000000e+00
681051+	1.000000e+00
681624+	1.000000e+00
707340+	1.000000e+00
707749+	1.000000e+00
715051+	1.000000e+00
740644+	1.000000e+00
741146+	1.000000e+00
764540+	1.000000e+00
798968+	1.000000e+00
815016+	1.000000e+00
820845+	1.000000e+00
824307+	1.000000e+00
842741+	1.000000e+00
856936+	1.000000e+00
860105+	1.000000e+00
884456+	1.000000e+00
889720+	1.000000e+00
914908+	1.000000e+00
948154+	1.000000e+00
948275+	1.000000e+00
948572+	1.000000e+00
954431+	1.000000e+00
992511+	1.000000e+00
1005658+	1.000000e+00
1051438+	1.000000e+00
1056712+	1.000000e+00
1068466+	1.000000e+00
1086039+	1.000000e+00
1089728+	1.000000e+00
1093924+	1.000000e+00
1100100+	1.000000e+00
1113060+	1.000000e+00
1115357+	1.000000e+00
1117048+	1.000000e+00
1118023+	1.000000e+00
1128920+	1.000000e+00
1129779+	1.000000e+00
1145135+	1.000000e+00
1164922+	1.000000e+00
1179827+	1.000000e+00
1186597+	1.000000e+00
1196086+	1.000000e+00
1199010+	1.000000e+00
1201370+	1.000000e+00
1208214+	1.000000e+00
1221762+	1.000000e+00
1225361+	1.000000e+00
1228600+	1.000000e+00
1239482+	1.000000e+00
1252379+	1.000000e+00
1258435+	1.000000e+00
1298380+	1.000000e+00
1305075+	1.000000e+00
1306988+	1.000000e+00
1325858+	1.000000e+00
1349439+	1.000000e+00
1381048+	1.000000e+00
1393109+	1.000000e+00
1395871+	1.000000e+00
1431343+	1.000000e+00
1434258+	1.000000e+00
1444591+	1.000000e+00
1466207+	1.000000e+00
1497535+	1.000000e+00
1502877+	1.000000e+00
1506779+	1.000000e+00
1515995+	1.000000e+00
1518971+	1.000000e+00
1523651+	1.000000e+00
1531513+	1.000000e+00
1555510+	1.000000e+00
1564771+	1.000000e+00
1571697+	1.000000e+00
1572751+	1.000000e+00
1573814+	1.000000e+00
1574748+	1.000000e+00
1578662+	1.000000e+00
1585746+	1.000000e+00
1586575+	1.000000e+00
1590685+	1.000000e+00
1591915+	1.000000e+00
1593656+	1.000000e+00
1597866+	1.000000e+00
1598209+	1.000000e+00
1598984+	1.000000e+00
1610300+	1.000000e+00
1611493+	1.000000e+00
1614662+	1.000000e+00
1618211+	1.000000e+00
1621019+	1.000000e+00
1627474+	1.000000e+00
1629723+	1.000000e+00
1632140+	1.000000e+00
1637345+	1.000000e+00
1653281+	1.000000e+00
1654884+	1.000000e+00
1671088+	1.000000e+00
1689566+	1.000000e+00
1696675+	1.000000e+00
1710261+	1.000000e+00
1718541+	1.000000e+00
1734268+	1.000000e+00
1736932+	1.000000e+00
1740656+	1.000000e+00
1742869+	1.000000e+00
1744820+	1.000000e+00
1747839+	1.000000e+00
1748894+	1.000000e+00
1750391+	1.000000e+00
1755786+	1.000000e+00
1768296+	1.000000e+00
1769552+	1.000000e+00
1770078+	1.000000e+00
1787385+	1.000000e+00
1806879+	1.000000e+00
1810585+	1.000000e+00
1814543+	1.000000e+00
1815222+	1.000000e+00
1818543+	1.000000e+00
1820097+	1.000000e+00
1822467+	1.000000e+00
1824048+	1.000000e+00
1831359+	1.000000e+00
1839094+	1.000000e+00
1842069+	1.000000e+00
1850702+	1.000000e+00
1853386+	1.000000e+00
1855616+	1.000000e+00
1856588+	1.000000e+00
1863017+	1.000000e+00
1868475+	1.000000e+00
1872853+	1.000000e+00
1877118+	1.000000e+00
1877711+	1.000000e+00
1878409+	1.000000e+00
1907202+	1.000000e+00
1920499+	1.000000e+00
1925216+	1.000000e+00
1928593+	1.000000e+00
1942567+	1.000000e+00
1952564+	7.045011e-01
1953880+	1.000000e+00
1955499+	1.000000e+00
1960597+	1.000000e+00
1976963+	1.000000e+00
1981293+	1.000000e+00
1987214+	1.000000e+00
1989071+	1.000000e+00
1994136+	1.000000e+00
2008895+	1.000000e+00
2010492+	1.000000e+00
2024528+	1.000000e+00
2024967+	1.000000e+00
2026113+	1.000000e+00
2033293+	1.000000e+00
2034964+	1.000000e+00
2042683+	1.000000e+00
2050015+	1.000000e+00
2055530+	1.000000e+00
2057186+	1.000000e+00
2057826+	1.000000e+00
2061465+	1.000000e+00
2065992+	1.000000e+00
2067238+	1.000000e+00
2078944+	1.000000e+00
2082472+	1.000000e+00
2085714+	1.000000e+00
2112651+	1.000000e+00
2137875+	1.000000e+00
2144832+	1.000000e+00
